年度,平均每戶可支配所得,臺灣地區平均每戶可支配所得,縣市,所得對數,全國所得對數,所得對數成長率,全國所得對數成長率,所得相對成長率百分點,失業率,企業家數,企業銷售額百萬元,企業家數對數成長率,企業銷售額對數成長率,中央執政黨代碼,中央執政黨,地方首長黨籍代碼,地方首長黨籍,中央地方同黨,地方是否主要政黨,地方國民黨執政,地方民進黨執政,六都,特殊產業結構縣市,離島縣市,任期年序,地方政黨輪替,失業率變動
2001,725890,868651,宜蘭縣,13.495153767175838,13.674696712533033,-0.10355310002040596,-0.025902308074623903,-7.765079194578206,5.0,,,,,DPP,民主進步黨,DPP,民主進步黨,1,1,0,1,0,0,0,3,0,1.4
2002,695577,875919,宜蘭縣,13.452496995935734,13.683028899889882,-0.04265677124010381,0.008332187356849374,-5.098895859695318,5.4,,,,,DPP,民主進步黨,DPP,民主進步黨,1,1,0,1,0,0,0,4,0,0.40000000000000036
2003,779157,881662,宜蘭縣,13.565967844982797,13.689564041586747,0.11347084904706328,0.00653514169686531,10.693570735019797,5.2,,,,,DPP,民主進步黨,DPP,民主進步黨,1,1,0,1,0,0,0,5,0,-0.20000000000000018
2004,729324,891249,宜蘭縣,13.499873356699062,13.700379128690377,-0.06609448828373488,0.010815087103630106,-7.690957538736498,4.6,,,,,DPP,民主進步黨,DPP,民主進步黨,1,1,0,1,0,0,0,6,0,-0.6000000000000005
2005,822477,894574,宜蘭縣,13.62007579770484,13.70410290629004,0.12020244100577848,0.003723777599661915,11.647866340611657,4.3,,,,,DPP,民主進步黨,DPP,民主進步黨,1,1,0,1,0,0,0,7,0,-0.2999999999999998
2006,767861,913092,宜蘭縣,13.551364006165885,13.72459192120366,-0.06871179153895568,0.020489014913620096,-8.920080645257578,4.1,,,,,DPP,民主進步黨,KMT,中國國民黨,0,1,1,0,0,0,0,1,1,-0.20000000000000018
2007,750870,923874,宜蘭縣,13.52898781323234,13.736330977689091,-0.02237619293354598,0.011739056485431831,-3.411524941897781,4.0,,,,,DPP,民主進步黨,KMT,中國國民黨,0,1,1,0,0,0,0,2,0,-0.09999999999999964
2008,847932,913687,宜蘭縣,13.650555722879512,13.72524334102077,0.12156790964717246,-0.011087636668321466,13.265554631549392,4.3,,,,,KMT,中國國民黨,KMT,中國國民黨,1,1,1,0,0,0,0,3,0,0.2999999999999998
2009,746261,887605,宜蘭縣,13.52283068394882,13.696282103192804,-0.12772503893069143,-0.028961237827966002,-9.876380110272542,5.7,,,,,KMT,中國國民黨,KMT,中國國民黨,1,1,1,0,0,0,0,4,0,1.4000000000000004
2010,802483,889353,宜蘭縣,13.595465949961305,13.698249511048061,0.07263526601248493,0.001967407855257619,7.0667858157227315,5.1,,,,,KMT,中國國民黨,DPP,民主進步黨,0,1,0,1,0,0,0,1,1,-0.6000000000000005
2011,721410,907988,宜蘭縣,13.488962909290626,13.71898644163707,-0.10650304067067928,0.02073693058900794,-12.723997125968722,4.4,,,,,KMT,中國國民黨,DPP,民主進步黨,0,1,0,1,0,0,0,2,0,-0.6999999999999993
2012,892727,923584,宜蘭縣,13.702036102033249,13.73601703279575,0.21307319274262326,0.01703059115868122,19.604260158394204,4.3,,,,,KMT,中國國民黨,DPP,民主進步黨,0,1,0,1,0,0,0,3,0,-0.10000000000000053
2013,813875,942208,宜蘭縣,13.609562070539162,13.755981335978323,-0.09247403149408662,0.01996430318257225,-11.243833467665887,4.3,27715.0,269942.0,,,KMT,中國國民黨,DPP,民主進步黨,0,1,0,1,0,0,0,4,0,0.0
2014,902604,956849,宜蘭縣,13.713039198007142,13.771400873241777,0.1034771274679791,0.015419537263454686,8.805759020452442,3.9,27287.0,277723.0,-0.01556338457173645,0.028417092966043,KMT,中國國民黨,DPP,民主進步黨,0,1,0,1,0,0,0,5,0,-0.3999999999999999
2015,961095,964895,宜蘭縣,13.77582853842556,13.779774566110916,0.06278934041841921,0.008373692869138694,5.441564754928052,3.9,27800.0,269508.0,0.018625622396559294,-0.03002613956400957,KMT,中國國民黨,DPP,民主進步黨,0,1,0,1,0,0,0,6,0,0.0
2016,906825,993115,宜蘭縣,13.717704766710558,13.808601746996494,-0.05812377171500316,0.02882718088557823,-8.695095260058139,4.0,28323.0,359025.0,0.018638174721898437,0.28679394943709724,DPP,民主進步黨,DPP,民主進步黨,1,1,0,1,0,0,0,7,0,0.10000000000000009
2017,901167,1018941,宜蘭縣,13.711445869026901,13.834274410626733,-0.006258897683656173,0.0256726636302389,-3.1931561313895074,3.8,28628.0,263415.0,0.010711064457861852,-0.30966128865075504,DPP,民主進步黨,DPP,民主進步黨,1,1,0,1,0,0,0,8,0,-0.20000000000000018
2018,906350,1036304,宜蘭縣,13.717180823891065,13.851171095050994,0.0057349548641632,0.0168966844242604,-1.11617295600972,3.8,28494.0,302680.0,-0.004691721081311329,0.138945406530393,DPP,民主進步黨,DPP,民主進步黨,1,1,0,1,0,0,0,9,0,0.0
2019,921399,1059731,宜蘭縣,13.733648446178394,13.873525660297378,0.016467622287329675,0.022354565246384794,-0.5886942959055119,3.7,28683.0,284999.0,0.006611073976378279,-0.06019047033575653,DPP,民主進步黨,KMT,中國國民黨,0,1,1,0,0,0,0,1,1,-0.09999999999999964
2020,959374,1079648,宜蘭縣,13.774036267411878,13.892145620049078,0.040387821233483834,0.01861995975169961,2.1767861481784223,3.9,29297.0,290784.0,0.021180508930985553,0.020095052022371718,DPP,民主進步黨,KMT,中國國民黨,0,1,1,0,0,0,0,2,0,0.19999999999999973
2021,949853,1090554,宜蘭縣,13.764062514761639,13.902196381967281,-0.009973752650239476,0.010050761918202866,-2.002451456844234,4.0,30278.0,320843.0,0.03293625448728221,0.09837118339712703,DPP,民主進步黨,KMT,中國國民黨,0,1,1,0,0,0,0,3,0,0.10000000000000009
2022,961225,1108569,宜蘭縣,13.775963791661441,13.918580552380039,0.011901276899802582,0.01638417041275808,-0.4482893512955499,3.7,31114.0,345952.0,0.027236502475243896,0.07534813020029674,DPP,民主進步黨,KMT,中國國民黨,0,1,1,0,0,0,0,4,0,-0.2999999999999998
2023,940349,1136708,宜蘭縣,13.754006361935831,13.943646923566812,-0.02195742972561021,0.025066371186772685,-4.70238009123829,3.5,31971.0,355937.0,0.027171363241997426,0.02845371178915279,DPP,民主進步黨,KMT,中國國民黨,0,1,1,0,0,0,0,5,0,-0.20000000000000018
2024,939611,1165206,宜蘭縣,13.753221238807775,13.968408453384745,-0.0007851231280557869,0.024761529817933337,-2.5546652945989123,3.4,33090.0,367824.0,0.034401880026592835,0.03285081399664591,DPP,民主進步黨,KMT,中國國民黨,0,1,1,0,0,0,0,6,0,-0.10000000000000009
1998,742449,873175,屏東縣,13.517709460431254,13.67989127292283,,,,2.8,,,,,KMT,中國國民黨,DPP,民主進步黨,0,1,0,1,0,0,0,1,0,
1999,718919,889053,屏東縣,13.485503973889651,13.697912130266793,-0.032205486541602824,0.01802085734396286,-5.022634388556568,2.2,,,,,KMT,中國國民黨,DPP,民主進步黨,0,1,0,1,0,0,0,1,0,-0.5999999999999996
2000,767107,891445,屏東縣,13.55038157518277,13.700599020607656,0.06487760129311937,0.002686890340863002,6.219071095225637,2.2,,,,,DPP,民主進步黨,DPP,民主進步黨,1,1,0,1,0,0,0,2,0,0.0
